25;O AMOR DE DEUS;;"O amor de Deus é bem maior
Que quanto pode alguém narrar.
Excede os mais distantes sóis,
Chega ao inferno e seu penar.
Do par culpado, no jardim,
Deus, pois, se condoeu:
Os amparou e perdoou
E um redentor proveu.

CORO
O amor de Deus, sublime amor,
Imenso, é sem par!
“Eternamente durará”
Os santos vão cantar.

Tronos e Reinos cairão,
O Tempo, a Terra passarão   ;
Mas viverá o amor de Deus
Imenso, forte, mesmo então.
Quando vierem novos céus
E o Tempo não mais for,
Santos e anjos cantarão
O amor do redentor.

Se o mar em tinta se tornar
E em papel os vastos céus,
E cada homem descrever
O amor fiel do nosso Deus   ;
Pois toda tinta não dará
Para o amor contar          ;
E o vasto céu poderá
Tão grande amor narrar!
"
26;DIA FELIZ;;"Dia feliz! Eu aceitei
Do meu Jesus a salvação!
E paz encheu meu coração
Quando o perdão eu encontrei.

CORO
Sou feliz! Sou feliz,
Pois em Jesus me satisfiz!
Jesus me ensina a vigiar
E, confiando n‟Ele, andar.
Sou feliz! Sou feliz!
Pois em Jesus me satisfiz!

Completa paz a grande transacção:
Jesus é meu, eu do Senhor!
Chamou-me a voz do Seu amor,
E me rendi de coração.

Descansa, ó alma! O Senhor
É teu sustento, o Pão dos Céus ;
Quem receber o eterno Deus,
Resistirá ao Tentador.

Meu sacro voto, ó Salvador,
De dia em dia afirmarei      ;
E, além da morte, exultarei
Louvando sempre Teu amor.
"
27;ROCHA ETERNA;;"Rocha eterna, meu Jesus,
Que por mim na amarga Cruz
Foi ferido em meu lugar,
Morto para me Salvar       ;
N‘Ele quero me esconder,
Pois me poderá valer.

Minhas obras, bem o sei,
Nada valem ante a lei         ;
Se chorasse sem cessar,
Trabalhasse se cansar,
Meu afã seria em vão
Só em Cristo há salvação.

Nada trago a Ti Senhor:
Conto só com Seu amor      ;
De perdão indigno sou      ;
E sem ti perdido estou      ;
Mas Teu sangue, ó Salvador ;
Lava o pobre pecador        ;

Quando a morte me chamar,
E contigo eu for morar,
Rocha eterna, meu Jesus,
Que por mim na amarga Cruz
Padeceste em meu lugar     ;
Quero sempre a Ti louvar.
"
28;HÁ UMA FONTE;;"Há uma fonte sem igual,
Que nos abriu Jesus      ;
Um secular manancial,
Que nasce ali na Cruz.

CORO
Foi amor, divino amor
Fiel, veraz, sem fim        ;
Aquele amor que ao Salvador
Levou à Cruz por mim .

A bênção desta salvação,
A todos franca está            ;
Saúde e purificação, A santa
fonte dá.

O vil ladrão e malfeitor ,
Que em Cristo confiou ,
Embora grande pecador,
O seu valor provou.

E nós, também,
A salvação podemos alcançar,
Se nessa fonte perdão ,
Quisermos confiar .
"
29;CONTENTE ESTOU;;"Contente estou porque Deus me mostrou
Quanto aos perdidos ingratos amou ,
Pois que conheço, deveras, assim,
Que ele, clemente, cuidava de mim.

CORO
Gozo em contar o seu grande amor, (2X)
Seu grande amor, Seu grande amor,
Seu grande amor por mim.

Se me perguntam como é que isto sei,
De que maneira tal graça ganhei?
Hei-de dizer que na Cruz do Senhor
Deus me mostrou seu notável amor.

Nesta certeza desfruto de paz ,
Fé no Senhor puro gozo me traz   ;
Satanás sempre vencido será,
Quem Deus amou, nunca abandonará

Pelo seu dom foi que Deus revelou
Como deveras aos homens amou      ;
Seu grande amor eu espero louvar
No bom descaso do seu santo lar ."
30;CONVERSÃO;;"Oh, quão cego andei e perdido vaguei,
Longe, longe do meu Salvador!
Mas ,do céu Ele desceu e seu Sangue verteu,
P‘ra salvar um tão pobre pecador!

CORO
Foi na Cruz , foi na Cruz onde um dia eu vi,
Meu pecado castigado em Jesus                ;
Foi ali, pela fé que os olhos abri,
E agora me alegro em sua luz!

Eu ouvia falar dessa graça sem par,
Que do céu trouxe o nosso Jesus,
Mas eu surdo me fiz converter-me não quis,
Ao senhor, que por mim morreu na Cruz!

Mas um dia senti meu pecado, e vi
Sobre mim a espada da lei           ;
Apressado fugi em Jesus me escondi,
E abrigo seguro nele achei.

Quão ditoso, então, este meu coração!
Conhecendo o excelso amor                 ;
Que levou meu Jesus a sofrer lá na Cruz,
P‘ra salvar um tão pobre pecador!
"
31;CRISTO JÁ RESSURGIU;;"Cristo já ressurgiu             ; Aleluia!
Sobre a morte triunfou, Aleluia!
Tudo consumado está, Aleluia!
Salvação de graça dá         ; Aleluia!

Uma vez na Cruz sofreu   ;
Aleluia!
Uma vez por nós morreu  ;
Aleluia!
Mas agora vivo está     ; Aleluia!
E p‘ra sempre Reinará ; Aleluia!

Gratos hinos entoai      ; Aleluia!
À Jesus, o grande Rei   ; Aleluia!
Pois a morte quis baixar ;
Aleluia!
Pecadores p‘ra salvar  ; Aleluia!
"
32;CRISTO ROMPE;;"Cristo rompe, as cadeias ;
Cristo rompe, as cadeias ;
Cristo rompe, as cadeias ;
Segurança, Ele nos dá.

Como possível eu viver sem meu Jesus,
Se o fundamento da minha vida Ele é,
Que livrou do pecado e da morte?
Como é possível eu viver sem meu Jesus?

Aleluia, Aleluia         ; Aleluia (2X).
Segurança, Ele nos dá."
33;CRISTO SALVA;;"Cristo salva o pecador,
Lava o negro o coração ;
Ao contrito, com amor    ;
Oferece a salvação.

CORO
Confiai em seu poder,
Confiai em seu Amor,
Crede pois, que Cristo quer,
Libertar o pecador.

Cristo salva o pecador,
E concede-lhe o perdão ;
Aceitai o bom Senhor,
Aceitai-o de coração.

Vinde, logo e achareis,
Paz e luz no redentor,
Vinde, então, recebereis,
Vida eterna do Senhor.
"
34;CRISTO VOLTA;;"Cristo volta, Cristo volta,
Para chamar os crentes          ;
Cujos os nomes estão escritos,
No livro da vida.

CORO
Como filhos gloriosos,
Estaremos nos céus    ;
Reinado p‘ra sempre,
Com nosso Senhor

Jesus Cristo, ressurgido,
De, glória vestido       ;
Nos atesta nos atesta,
Da parte de Deus.

Ele concede a vida eterna,
À todo o crente           ;
E promete que os chama,
Na ressurreição.

Ele volta, Ele volta
Sim, um dia vem em breve     ;
A levar p‘ra essa glória,
Todo o que foi Seu.
"
35;CRER E OBSERVAR;;"Em Jesus confiar, Sua lei observar,
Oh, Que gozo, que bênção, que paz!
Satisfeito guardar tudo quanto ordenar,
Alegria perene nos traz.

CORO
Crer e observar,
Tudo quanto ordenar   ;
O fiel obedecer,
Ao que Cristo mandar.

O inimigo falaz, e a calúnia mordaz,
Cristo pode desprestigiar             ;
Nem tristeza, nem dor,
Poderão ao fiel abalar.

Que delicia de amor, comunhão com o senhor
Tem o crente zeloso e real                  ;
O seu rosto mirar, seus segredos privar
Seu consolo constante é real.

Resoluto, Senhor, com fé, zelo
e ardor,
Os teus passos queremos
seguir                          ;
Teus preceitos guardar, o teu
nome exaltar
Sempre, a tua vontade cumprir.
"
36;CRISTO VOLTARÁ;;"Um dia Cristo voltará,
Ao ascender, o prometeu,
Do modo que subiu virá
Há-de ver o Rei Jesus, o povo Seu.

CORO
Mui breve, sim, Jesus virá,
Alegre O verá, Seu povo          ;
Velando todos devem sempre estar,
Afim de vê-lo voltar.

Os mensageiros do Senhor,
Afirmam que Jesus virá            ;
E o poder consolador,
As fiéis promessas nos revelará.

Oh, gozo sem comparação!
No dia do meu Salvador           ;
Com a mui grande multidão,
Subiremos ao encontro do Senhor.

Bem-vindo sejas, meu Senhor,
Em tua gloriosa Luz                     ;
E nossa fé terá valor:
Nós dizemos: ―Ora vem, Senhor Jesus!
"
37;ACHEI UM GRANDE AMIGO;;"Achei um grande Amigo, Jesus meu Salvador,
Que me guarda com ternura e em paz                 ;
Fiel é Seu cuidado, constante o Seu amor,
Sua graça sem limite satisfaz.
Ainda mais notável é que por mim morreu
E meus pecados todos expiou.
(Aleluia!)
Muito assim me regozijo nas bênçãos que me deu:
Sim, eu sei que Jesus Cristo me salvou.

CORO
Jesus é meu Amigo, meu Guia, meu Senhor,
Meu Protetor, sem outro haver igual.
(Aleluia)
Pois por mim sofreu a morte, por mim,
um pecador!
Mas, agora, vivo, guarda-me do mal.

Por este grande Amigo desejo aqui viver,
E com Ele ter constante comunhão,
Servi-Lo fielmente, e assim Lhe dar prazer,
Continuando sempre a Cristo em sujeição.
Nos Seus caminhos santos espero aqui seguir
E Seu amor a todos demonstrar               ;
(Aleluia!)
Porquanto Ele do pecado me veio redimir
E por Seu amor morreu em meu lugar.
"
38;DESEJO DA ALMA;;"Vem! Espírito Divino,
Grande Ensinador!
Vem! Descobre as nossas
almas,
Cristo, o Salvador.

CORO
Cristo, Mestre!
Ouve, Com favor!
Em poder e graça insigne,
Obre o teu amor!

Vem! Demole os alicerces,
Da enganosa paz           ;
Aos errados concedendo,
Salvação veraz.

Vem reveste a tua Igreja,
De poder e luz            ;
Vem! Atrai os desviados,
Ao Senhor Jesus!

Luz bendita soberana,
Outros povos têm              ;
Oh! Derrama a mesma bênção,
Sobre nos também.
"
39;DEUS CUIDARÁ DE TI;;"Aflito e triste coração,
Deus cuidará de ti        ;
Por ti opera a sua mão,
Que cuidará de ti.

CORO
Deus cuidará de ti,
Zelar-te-á, guardar-te-á ;
Sim, cuidará de ti,
Deus cuidará de ti.

Na dor cruel, na provação,
Deus cuidará de ti          ;
Dará socorro e salvação,
Pois cuidará de ti.

A tua fé Deus quer provar,
Mas cuidará de ti          ;
O teu amor quer aumentar,
E cuidará de ti.

O que é mister te pode dar,
Quem cuidará de ti            ;
Nos braços Seus te sustentar,
Pois, cuidará de ti.
"
40;EUS É TÃO BOM;;"Deus é tão bom! aleluia.
Deus é tão bom! aleluia.
Deus é tão bom! aleluia.
È Tão BOM, PARA MIM!

CORO
Ele voltará. Aleluia (3X)
Voltará, para mim!"
41;DEUS VOS GUARDE;;"Deus vos guarde pelo Seu
poder,
Protegidos e velados,
desfrutando
Seus cuidados            ;
Deus vos guarde pelo seu
poder.

CORO
Pelo Seu poder, e no Seu amor,
Até nos encontrarmos com
Jesus                          ;
Pelo Seu poder, e no Seu amor,
Deus vos guarde andando em
Sua Luz.

Deus vos guarde bem no Seu
amor,
Consolados e contentes       ;
Achegados sempre os crentes,
Deus vos guarde pelo Seu
amor.

Deus vos guarde do poder do
mal,
Da ruína, do pecado, do temor
de
qualquer lado                  ;

Deus vos guarde do poder do
mal,

Deus vos guarde para seu
louvor
Para seu presente gozo, seu
serviço, glorioso          ;
Deus vos guarde para seu
louvor.
"
