3197;I've anchored my soul in the haven of rest;F;"Im Sturme des Lebens, im Dunkel der Nacht,
so trieb ich im tosenden Meer.
Da hörte ich Jesu holdseligen Ruf:
""Ihr Müden, Beladnen, kommt her!""
-----------------------------------------------------------
My soul in sad exile was out on life's sea, 
So burdened with sin and distressed, 
Till I heard a sweet voice saying, 
""Make Me your choice"", 
And I entered the ""Haven of Rest!""

CHORUS
Ich habe gefunden den Hafen der Ruh,
ich bin nun erlöst und befreit!
Ob ringsum es stürmt, in des Heilandes Arm,
da ruh ich in Ewigkeit!
---------------------------------------------------------
I've anchored my soul in the haven of rest,
I'll sail the wild seas no more;
The tempest may sweep o'er the wild, stormy deep,
In Jesus I'm safe evermore.

Er zog mich empor an Sein liebendes Herz,
da strömte mir köstliche Ruh.
Nun hab ich vergessen die Not und die Qual,
o Jesus, mein Alles bist Du!
--------------------------------------------------
I yielded myself to His tender embrace,
And faith taking hold of the Word,
My fetters fell off, and I anchored my soul; 
The Haven of Rest is my Lord.

Nun ruf ich´s hinaus in die stürmende See:
""Ihr Elenden, kommt doch herein!
Von all eurer Mühsal, von all eurer Last
will hier euch der Heiland befrein!""
--------------------------------------------------------
The song of my soul,
Since the Lord made me whole, 
Has been the old story, so blest, 
Of Jesus, who'll save whosoever will have 
A home in the ""Haven of Rest!""

O lass Ihn nicht warten, Er liebt dich, Er winkt,
Er sehnt sich, o kannst du´s verstehn,
nach dir, dem Verlornen, um dich zu berein;
du sollst in die Ruhe eingehn.
---------------------------------------------------------------
How precious the thought that we all may recline, 
Like John, the beloved and blest, 
On Jesus' strong arm, where no tempest can harm. 
Secure in the ""Haven of Rest!""

Und ist auch die Sünde wie Blut noch so rot,
der Herr macht von allem dich rein!
O wascht nur die Kleider im Blute des Lamms,
dann geht ihr zur Herrlichkeit ein!
--------------------------------------------------
Oh, come to the Saviour, He patiently waits 
To save by His power divine;
Come, anchor your soul in the haven of rest, 
And say, ""My Beloved is mine.""";
3237;I`m a new creation / Eine neue Schöpfung;G;"Eine neue Schöpfung, bin ein neuer Mensch.
Alte Dinge sind dahin, ich bin neu gebor'n.
Mehr als ein Sieger, das ist was ich bin.
Eine neue Schöpfung, bin ein neuer Mensch.
-------------------------------------------------------------------------
I'm a new creation, I'm a brand new man.
Old things are passed away,
I've been born again.
More than a conqueror, that's what I am,
I'm a new creation I'm a brand new man!";
3247;Ich bin beglückt von Jesus;F;"Ich bin beglückt von Jesus,
der mir Großes hat getan.
Ich bin beglückt von Jesus,
Er ist das Licht auf meiner Bahn.
Ich bin beglückt von Jesus
für jeden neuen Augenblick.
Ich bin beglückt von Jesus,
ich möchte niemals mehr zurück!";
3248;Ich bin erlöst und bin Sein Kind;D;entfernt;
3249;Ich erhebe meine Hände zu Dir / Wir erheben unsere;G;"Ich erhebe meine Hände zu Dir,
ich erhebe meine Hände zu Dir.
Du allein verdienst allen Lob und Ehre.
Ich erhebe meine Hände zu Dir.

Ich preise Deinen heiligen Nam',
ich preise Deinen heiligen Nam'.
Du allein verdienst allen Lob und Ehre.
Ich preise Deinen heiligen Nam'.

Ich lebe mein Leben für Dich,
ich lebe mein Leben für Dich.
Du allein verdienst allen Lob und Ehre.
Ich lebe mein Leben für Dich.

Ich öffne mein Herz für Dein Wort.
ich öffne mein Herz für Dein Wort.
Du allein verdienst allen Lob und Ehre.
Ich öffne mein Herz für Dein Wort.";
3250;Ich hab einen herrlichen König;F;"Ich hab' einen herrlichen König,
den einzig erkenne ich an.
Ich will keinen andern auf Erden,
und stünd' ich allein auf dem Plan.

Chorus
Jesus, mein Heil, meine tiefe Ruh,
Jesus, Dir jauchze ich selig zu!
Ich hab' einen herrlichen König,
oh, Jesus, Jesus, nur Du!

Ich stell' zur Verfügung mich
gerne dem König, der königlich liebt,
und tue mit Wonne den Willen des Königs,
der königlich gibt.

Ich traue den Worten des Königs
und richte mich immer danach
und folg' Seiner siegenden Fahne,
und geht's auch durch Schmerzen
und Schmach.

Ich will, dass mein alles im Leben
dem König sei untertan,
und sehe mit sehnender Seele
Sein ewiges Königreich nah'n.";
3251;Ich hatte von Dir nur vom Hörensagen;D;"Ich hatte von Dir nur vom
Hörensagen vernommen,
aber nun hat mein Auge Dich geseh'n,
nun hat mein Auge Dich geseh'n,
hat mein Auge Dich geseh'n, o, Herr!

Ich will Deinen Namen erheben allezeit,
denn nun hat mein Auge Dich geseh'n,
nun hat mein Auge Dich geseh'n,
hat mein Auge Dich geseh'n, o, Herr!";
3252;Ich lebte einst in Satans Macht;F;"Ich lebte einst in Satans Macht
und in Sünd' und Gram dahin,
als plötzlich in der finstern Nacht
Jesu strahlend Licht erschien.

Chorus
O der Heiland strahlt in meinem Herzen
noch viel heller als der Sonne Licht!
Es fliehen vor Ihm Sorg' und Schmerzen,
und der Sünden Kette bricht.

Die Traurigkeit als täglich Brot,
war ich finstrer Mächte Spiel,
als in der allergrößten Not
Jesu Lichtstrahl auf mich fiel.

Einst sucht' ich, denn mein Herz war leer,
Freude noch in dieser Welt.
Jetzt brauch' ich keine Weltlust mehr,
Jesu Licht mein Herz erhellt.

O singe, jauchze, Seele mein,
Gottes Sonne strahlt für dich
Bald wirst du in der Sel'gen
Reih'n froh Ihn loben ewiglich.";
3253;Ich staune die nie zu begreifende Liebe;G;"Ich staune die nie zu
begreifende Liebe an,
die Gnade beschämt mich, 
die soviel für mich getan.
Ich zittre, bedenk ich, dass Jesus 
für mich gekreuzigt ist.
Für mich, für mich Sünder,
für mich Er sich schlagen liess.

Chorus
O, das ist wunderbar,
dass Jesus nach mir fragt,
hat Er Sein Leben doch 
für mich am Kreuz gewagt:
Wunderbar ist das!

Ich staune, dass Er aus dem Himmel
hernieder kam,
sich meines rebellischen Herzens
so treu annahm,
ja, dass Seine Liebe sich wirklich
auf mich erstreckt,
mich rettet, erlöset, mit Kleidern
des Heils bedeckt.

Ich schau Seine rettenden,
blutenden Hände an,
Sein Opfer an meiner Statt
nie ich vergessen kann!
Anbetend will ich Ihn nun preisen
am Gnadenthron,
bis das ich Ihn schaue,
den herrlichen Gottessohn.";
3255;Ich vermag all Dinge;A;"Ich vermag alle Dinge
in Ihm, der mir Kraft gibt.
ich vermag alle Dinge in Ihm.
Ich vermag alle Dinge,
in Ihm, der mir Kraft gibt.
Ich vermag alle Dinge in Ihm.

Ich vermag alle Dinge in Ihm,
alles in Ihm, ja alles in Ihm.
Ich vermag alle Dinge in Ihm. 
Ich vermag alle Dinge in Ihm.";
3256;Ich weiß einen Strom;F;"Ich weiß einen Strom,
dessen herrliche Flut
fließt wunderbar stille durchs Land;
doch strahlet und glänzt
er wie feurige Glut.
Wem ist dieses Wasser bekannt?

Chorus
O, Seele, ich bitte dich: Komm!
Und such diesen herrlichen Strom!
Sein Wasser fließt frei
und mächtiglich.
O glaub's, es fließt auch für dich.

Wohin dieser Strom
sich nur immer ergießt,
da jubelt und jauchzet das Herz,
das nunmehr den köstlichsten
Segen genießt,
erlöset von Sorgen und Schmerz.

Der Strom ist gar tief
und sein Wasser ist klar.
Es schmecket so lieblich und fein;
es heilet die Kranken
und stärkt wunderbar,
ja machet die Unreinsten rein.

Das Wasser des Lebens,
das ist diese Flut,
durch Jesus ergießet sie sich.
Sein kostbares,
teures und heiliges Blut, o Sünder, 
vergoss Er für dich.

Wen dürstet, der komme
und trinke sich satt,
so rufen der Geist und die Braut.
Nur wer in dem Strome
gewaschen sich hat,
das Angesicht Gottes einst schaut.";
3342;Im Geiste war einst ich am Meeresstrand;;entfernt;
3343;Im Himmel gibt es manches;D;"Im Himmel gibt es manches,
was ich gerne möchte seh'n.
An Schönheit wird mein Herz
sich dort erfreu'n,
und wenn ich einst in Ewigkeit
zum Himmel werd eingeh'n,
der Erste, den ich seh',
soll Jesus sein.

Chorus
Der Erste, den ich seh'
soll Jesus sein
und dann erst alles and're
mich erfreuen.
Anbetend werd' ich steh'n
vor dem, der alles gibt.
Ich sehe dann den Heiland,
der mich liebt.

Ich sehe einst das Perlentor,
es strahlt so hell und klar.
Ich sehe einst
das wunderschöne Heim.
Ich sehe einst den weißen Thron
und auch die Engleschar.
Der Erste, den ich seh'
soll Jesus sein.

Ich sehe einst die Lieben dort
in jenem Himmelsland und viele,
die mit mir dann ziehen heim.
So mancher wartet dort auf mich
an jenem gold'nem Strand.
Der Erste, den ich seh'
soll Jesus sein.";
3358;In a manger long ago / Oh I love that man from;D;"Es ist schon lange her, kam zu uns einst der Herr,
als Kindlein klein kam Er auf diese Welt.
Zu retten kam Er, und, es war die größte Stund';
gekreuzigt wurde Er auf Golgatha.
--------------------------------------------------------------------------
In a manger long ago, I know it's really so,
A Babe was born to save men from their sin.
John saw Him on the shore, the Lamb forevermore,
Oh, Christ, the Crucified of Calvary.

Chorus
O ja, ich lieb' den Herrn von Galilä,
denn Er hat so viel für mich getan;
Er vergab mir meine Sünd',
gab mir den Heil'gen Geist,
o, ich lieb' den Herrn von Galilä.
-----------------------------------------------------------------------
Oh, I love that Man from Galilee, (from Galilee,)
For He's done so very much for me.
He's forgiven all my sins,
Placed the Holy Ghost within;
Oh, I love, (I love) that Man from Galilee.

Im Tempel betete der Zöllner dort zu Gott.
Er schrie: O Herr, erbarm' dich meiner hier.
Die Sünde wurd' getilgt, mit Fried' wurd' er erfüllt,
durch die Liebe von dem Herrn aus Galilä.
-------------------------------------------------------------------------
The publican went to pray
In the temple there one day,
He cried, ""O Lord, be merciful to me!""
He was forgiven of every sin,
And a deep peace placed within;
He said, ""Come see this Man from Galilee.""

Der Lahme konnte geh'n,
der Taube nun versteh'n;
mit Liebe sprach er Worte aus der Kraft.
Der Blinde konnte seh'n,
nur dieses konnt' gescheh'n
durch die Gnade von dem Herrn aus Galilä.
-------------------------------------------------------------------
Nicodemus came by night,
To know the way of right,
He asked the Son of man what must he do.
These words He said to him,
""Ye must be born again,""
By the Spirit of that Man from Galilee.

Am Brunnen war die Frau,
der Herr sah sie genau.
Er sagte ihr die Sünden alle dort.
Vergebung ward bereit, sie war voll Dankbarkeit
und sie rief: ""Kommt seht den Mann von Galilä"".
-------------------------------------------------------------------------
The woman at the well, He all her sins did tell,
How five husbands she had at that time.
She was forgiven of every sin,
And a deep peace came within;
Then she cried, ""Come see that Man from Galilee!""";
3360;In Christ alone;D;"In Christus ist mein ganzer Halt.
Er ist mein Licht, mein Heil, mein Lied,
der Eckstein und der feste Grund,
sicherer Halt in Sturm und Wind.
----------------------------------------------------------
In Christ alone my hope is found
He is my light, my strength, my song.
This cornerstone, this solid ground,
Firm through the fiercest drought and storm.

Wer liebt wie Er, stillt meine Angst,
bringt Frieden mir mitten im Kampf?
Mein Trost ist Er, in allem Leid.
In Seiner Liebe find ich Halt.
------------------------------------------------
What heights of love, what depths of peace
When fears are stilled, when strivings cease.
My comforter, my all in all,
Here in the love of Christ I stand.

Das ewge Wort, als Mensch geborn.
Gott offenbart in einem Kind.
Der Herr der Welt, verlacht, verhöhnt
und von den Seinen abgelehnt.
-----------------------------------------------------
In Christ alone! who took on flesh
Fulness of God in helpless babe!
This gift of love and righteousness
Scorned by the ones he came to save.

Doch dort am Kreuz, wo Jesus starb
und Gottes Zorn ein Ende fand,
trug Er die Schuld der ganzen Welt.
Durch Seine Wunden bin ich heil.
-----------------------------------------------------
Till on that cross as Jesus died,
The wrath of God was satisfied -
For every sin on Him was laid;
Here in the death of Christ I live.

Sie legten Ihn ins kühle Grab.
Dunkel umfing das Licht der Welt.
Doch morgens früh am dritten Tag
wurde die Nacht vom Licht erhellt.
----------------------------------------------------
There in the ground His body lay.
Light of the world by darkness slain.
Then bursting forth in glorious day,
Up from the grave He rose again.

Der Tod besiegt, das Grab ist leer,
der Fluch der Sünde ist nicht mehr,
denn ich bin Sein, und Er ist mein. 
Mit Seinem Blut macht Er mich rein.
--------------------------------------------------------
And as He stands in victory
Sin's curse has lost its grip on me.
For I am His and He is mine,
Bought with the precious Blood of Christ.

Nun hat der Tod die Macht verlorn.
Ich bin durch Christus neu geborn. 
Mein Leben liegt in Seiner Hand
vom ersten Atemzuge an.
------------------------------------------------
No guilt in life, no fear in death,
This is the power of Christ in me.
From life's first cry to final breath,
Jesus commands my destiny.

Und keine Macht in dieser Welt
kann mich Ihm rauben, Der mich hält,
bis an das Ende dieser Zeit,
wenn Er erscheint in Herrlichkeit.
----------------------------------------------------
No power of hell, no scheme of man
Can ever pluck me from His hand.
Till He returns or calls me home,
Here in the power of Christ I'll stand.";
3363;In dem Herzen glüht ein Licht;F;"In dem Herzen glüht ein Licht,
das leuchtet immer.
Es ist Jesus, es ist Jesus.
All' das Dunkel dieser Welt
vermag auch nimmer
auszulöschen dieses Licht
in meinem Herz.

CHORUS
Es ist Jesus! Es ist Jesus!
Leuchten wird Er durch die
Ewigkeiten fort.
Wenn die Sonne und der Mond
schon längst verloschen,
bleibt Er stets mein Licht
in jenem Lande dort.

Wenn der Lebensabend naht,
kennt Er die Sorgen.
Es ist Jesus, es ist Jesus.
Unter Seinem starken Arm bin
ich geborgen,
bis der ew'ge Tag in
Seinem Reich anbricht.

In dem dunklen Tal des Todes
Er begleitet.
Es ist Jesus, es ist Jesus.
Hand in Hand mein treuer Herr
mich sicher leitet.
Auch in dunkler Nacht ist
mir der Heiland nah.";
3411;In the Name of Jesus / In dem Namen Jesus;D;"In dem Namen Jesus, in dem Namen Jesus
haben wir den Sieg.
In dem Namen Jesus, in dem Namen Jesus,
ist Satans Macht besiegt.
--------------------------------------------------------------------
In the Name of Jesus, In the Name of Jesus
We have the victory, In the Name of Jesus, 
In the Name of Jesus
Satan will have to flee. (Hallelujah)

Weißt du wie der Herr dich liebt,
weißt du, welches Heil Er gibt?
In dem teuren Namen Jesus
ist uns der ganze Sieg.
-----------------------------------------------------
When we come in the Name of Jesus,
Tell me who can stand before,
In the precious Name of Jesus,
We shall have the victory.";
3451;Into my heart / Komm in mein Herz;D;"Komm in mein Herz,
komm in mein Herz!
O, komm in mein Herz, Herr Jesus!
Komm ziehe ein, dann bin ich Dein.
Oh, komm in mein Herz, Herr Jesus!
------------------------------------------------------------
Into my heart, into my heart,
come into my heart, Lord Jesus.
Come in today, come in to stay.
Come into my heart, Lord Jesus.";
3514;It is glory just to walk / Es ist Herrlichkeit mit;C / Bb;"Es ist Herrlichkeit mit Ihm zu geh'n,
es ist Herrlichkeit mit Ihm zu geh'n;
denn Er führt mich überall,
sei's auf Berge, sei's durchs Tal.
Es ist Herrlichkeit mit Ihm zu geh'n.
-----------------------------------------------------
It is glory just to walk with Him,
it is glory just to walk with Him.
He will guide my steps a-right
through the day and through the night.
It is glory just to walk with Him.

Seine Herrlichkeit, sie wohnt in mir,
Seine Herrlichkeit, sie wohnt in mir.
Denn Er führt mich überall,
sei's auf Berge, sei's durchs Tal.
Seine Herrlichkeit, sie wohnt in mir.

Seine Herrlichkeit, das ist Sein Wort.
Voller Wunder ist der heil'ge Ort.
Bleib' nur dort bis sich's erfüllt
was allein den Hunger stillt.
Seine Herrlichkeit, das ist Sein Wort.";
3529;It is no secret / Es ist kein Geheimnis;C;"Der Ruf erschallt, rings tönt es laut:
Ein neuer Tag bricht an!
Mancher ohne Kraft, vom Feind ward weggerafft.
Hast du auch oft nach neuer Kraft
mit Sehnsucht ausgeschaut,
hör' jetzt die frohe Kunde,
rings um uns tönt sie laut:
----------------------------------------------------------
The chimes of time ring out the news
Another day is through.
Someone slipped and fell
Was that someone you?
You may have longed for added strengh
Your courage to renew,
Do not be disheartened
for I have news for you:

Chorus
Es ist kein Geheimnis, was Gott vermag,
was Er tat für andre, auch für dich Er tut.
Mit off'nen Armen lädt Er dich ein.
Es ist kein Geheimnis, was Gott vermag.
-------------------------------------------------------------
It is no secret what God can do;
What He's done for others, He'll do for you.
With arms wide open, He'll pardon you,
It is no secret what God can do.

Nicht länger Nacht, weil Jesu Macht
auf's Neu' wird offenbar,
freu' dich immerdar, bald naht das Jubeljahr!
Fürcht' keine Macht der Welt,
mit dir ist Jesus, Gottes Wort!
Glaub' nur an die Verheißung
und geh nicht zweifelnd fort!
-----------------------------------------------
There is no night for in His light
You never walk alone,
Always feel at home whereever you may go.
No evil power can conquer you
While God is on your side,
Take him at his promise don't run away and hide.

Bald kommt die Zeit, wo ausgekämpft
der lange schwere Streit,
alle die bereit, gehn dann zur Herrlichkeit!
Doch jetzt im letzten Geistesweh'n,
steh' auf du Streiterheer!
Erhebt das Siegesbanner;
mit uns ist Gott, der Herr!";
3603;It's His Blood that cleanses me;Bb;"Herr, Dein Blut, das reinigt mich,
gibt mir Leben und macht mich frei.
Herr, Dein Blut nahm meinen Platz
dort am Kreuz von Golgatha.
Und es wäscht mich weißer denn der Schnee,
denn der Schnee.
Mein Jesus, das teure Opferlamm.
-------------------------------------------------------
It's Your Blood that cleanses me,
it's Your Blood that gives me life.
It's Your Blood that took my place
In redeeming sacrifice,
Washes me whiter than the snow,
Than the snow.
My Jesus, God's precious sacrifice.";
3649;Its coming down, down / Oh Herr gieß aus;D;"O, Herr, gieß aus, aus, aus!
O, Herr, gieß aus, aus, aus!
Und der Heil'ge Geist des Herrn, Er fließt herab.
Wenn die Heil'gen ernstlich fleh'n,
wird noch Mächtiges gescheh'n
und der Heil'ge Geist des Herrn, Er fließt herab.
-------------------------------------------------------------------------
It's coming down, down, down,
it's coming down, down, down.
And the Spirit of the Lord is coming down.
When the saints began to pray
For the Lord to have His way,
Then the glory of the Lord is coming down.

Er kam herab, herab, Er kam herab, herab.
Der Menschensohn, Er kam an unser'm Tag.
Diese Braut auf Erden heut', 
des starken Engels sich erfreut,
denn die Hochzeit fand schon statt
hier auf der Erd'.
-----------------------------------------------------------------
He has come down, down, down,
He has come down, down, down.
The son of man in our day came down;
To the Bride on earth today
Came the mighty one to stay;
So the wedding now took place in our day.";
3669;I´d rather have Jesus / Than to be a King;Bb;"Ich liebe nur Jesus, nicht Güter und Geld, 
ich liebe nur Ihn, nicht den Reichtum der Welt. 
Ich liebe nur Jesus, nicht Häuser und Land, 
ich liebe nur Ihn, dessen Lieb' mich fand.
--------------------------------------------------------------
I’d rather have Jesus than silver or gold;
I’d rather be His than have riches untold;
I’d rather have Jesus than houses or lands;
I’d rather be led by His nail-pierced hand.

CHORUS
Will nicht König sein über große Macht
und gelegt in Sündenbann.
Ich liebe nur Jesus, nur Ihn allein,
weil die Welt nichts bieten kann.
--------------------------------------------------------
Than to be a king of a vast domain,
And be held in sin's dread sway;
I'd rather have Jesus than anything
This world affords today.

Ich liebe nur Jesus, nicht Menschenlob, 
ich liebe nur Ihn der mich hoch erhob. 
Ich liebe nur Jesus, nicht Ehre der Welt,
ich liebe nur Ihn, dessen Gnad' mich hält.
--------------------------------------------------------------
I’d rather have Jesus than men’s applause;
I’d rather be faithful to His dear cause;
I’d rather have Jesus than worldwide fame;
I’d rather be true to His holy name.

Ich liebe nur Jesus, der freundlich regiert,
ich liebe nur Ihn, dessen Treue mich führt. 
Ich liebe nur Jesus, des' Freude mich füllt,
ich liebe nur Ihn, der die Seele stillt.
----------------------------------------------------------------
He’s fairer than lilies of rarest bloom;
He’s sweeter than honey from out the comb;
He’s all that my hungering spirit needs;
I’d rather have Jesus and let Him lead.";
3696;Ja, das ist Gnade für mich;D;entfernt;
3864;Jesus ich liebe Dich, ich hab Dich lieb;C;"Jesus, ich liebe Dich,
ich hab' Dich lieb
über alle Dinge.
Alles in mir verlangt zu singen:
Jesus, ich hab Dich lieb'.";
3866;Jesus in mir;D;"Jesus in mir,  Jesus in mir.
Sein Wort ist in mir geoffenbart.
Und wenn noch nicht voll sichtbar,
so weiß ich ganz gewiss, dass Jesus
in mir ew'ges Leben ist.";
3904;Jesus ist Sieger über den Tod;G;"Jesus ist Sieger über den Tod,
Jesus ist Sieger, bricht alle Not.
Jesus ist Sieger in Ewigkeit,
für mich hat Jesus
den Sieg schon bereit.

Jesus ist Sieger über die Welt,
Jesus ist Sieger, der dich erhält.
Oh, werde Sieger täglich in mir,
Jesus mein Heiland,
ich weihe mich Dir!

Jesus gibt Leben,
Friede und Freud',
Jesus gibt Leben in Ewigkeit.
Jesus gibt Hoffnung
für jedes Herz,
Jesus erlöset von Sünde
und Schmerz.";
3988;Jesus You´re the sweetest / Jesus, in Deinem;F;"Jesus, in Deinem Namen ist die Kraft,
Jesus, die selbst die Blinden sehend macht. 
Der Name Jesus ist erfüllt von Herrlichkeit,
Jesus, Gott von Ewigkeit.
------------------------------------------------
Jesus, You´re the sweetest name of all,
Jesus, You always hear me when I call.
Jesus, You picked me up each time I fall,
You´re the sweetest, the sweetest name of all.

Jesus, in Deinem Namen liegt das Heil.
Jesus, mein Lob wird Dir allein zuteil.
Oh, Jesus, Du bist die Gerechtigkeit,
Leben in alle Ewigkeit.
------------------------------------------------
Jesus, how I love to praise Your name,
Jesus, You´re still the first, the last, the same.
Jesus, You died and took away my sins.
You´re the sweetest, the sweetest name of all.

Jesus, mein König, der bald wiederkehrt.
Jesus, mein Herz nur Dich allein begehrt.
Dem Namen Jesus singen wir für alle Zeit.
Jesus, Herr, der Herrlichkeit.
-------------------------------------------------
Jesus, You´re the soon and coming king,
Jesus, we need the love that You can bring.
Jesus, we lift our voices up and sing:
You´re the sweetest, the sweetest name of all.";
4065;Just a closer walk / I am weak but Thou art strong;G;"Ich bin schwach doch Du bist stark,
Jesus, halt' mich in der Gnad';
dass ich geh' auf Deinem Pfad,
dass ich geh', treuer Herr, nur mit Dir.
--------------------------------------------------------
I am weak but Thou art strong,
Jesus keep me from all wrong;
I'll be satisfied as long,
As I walk let me walk close to Thee.

Chorus
Immer näher, Herr, zu Dir,
ist mein Flehen stets allhier;
Täglich wandeln nur mit Dir,
das gewähr', o Herr, bitten wir.
-------------------------------------------------
Just a closer walk with Thee,
Grant it, Jesus, is my plea;
Daily walking close to Thee,
Let it be, dear Lord, let it be.

In der Welt voll Sorg' und Tod,
Wer ist da, der hilft aus Not?
Wer gibt Fried' und neuen Mut?
Du allein, Jesus, Herr, nur allein.
-----------------------------------------------------
Thru this world of toil and snares,
If I falter, Lord, who cares?
Who with me my burden shares?
None but Thee, dear Lord, none but Thee.

Wenn mein Leben hier vorbei,
bin ganz sicher, dass Er treu;
führt Er mich zum gold'nen Strand,
preis sei Ihm, ins verheißene Land.
----------------------------------------------------
When my feeble life is o'er,
Time for me will be no more;
Guide me gently, safely o'er,
To Thy kingdom shore, to Thy shore.";
4086;Just beyond the veil / Hinter den Vorhang zu gehn;D;"Hinter den Vorhang zu geh'n,
Deine Schönheit zu seh'n,
auf Dein Angesicht zu schau'n;
das ist's, wonach ich mich seh'n.
------------------------------------------------
Just beyond the veil,
I long to see Your face,
Just to see Your beauty there,
Just beyond the veil.	

Wunderschön bist Du,
wunderschön bist Du!
Lass mich heute vor Dir steh'n,
Deine Schönheit zu seh'n.
--------------------------------------------
Beautiful You are,
Beautiful You are,
Beautiful You are, You are.
Beautiful You are.

Friedensfürst bist Du,
Friedensfürst bist Du.
Friedensfürst bist Du, allein,
Du bist der Friedensfürst.
------------------------------------------
You're the Prince of Peace,
You're the Prince of Peace,
You're the Prince of Peace, You are.
You're the Prince of Peace.";
4293;Kommt Zu Mir;C;entfernt;
4429;Lang nach eines Lichtes Sommer;G;"Lang nach eines Lichtes Schimmer
spähten wir in dunkler Nacht,
doch wir sanken tiefer immer
in der Sünde finstre Macht.
O wo ist die starke Rechte,
voll von heilger Gotteskraft,
die aus einem Sündenknechte
einen neuen Menschen schafft?

Siehe da, voll Huld und Gnaden
Kam der Heiland Jesus her.
Sprach: Ich heile deinen Schaden,
komm und sündige nicht mehr!

Chorus
Jesu Liebe kann erretten,
Seine Hand ist stark und treu,
Er zerbricht der Sünde Ketten
und macht alles, alles neu.

Unsre Güter, unsre Gaben
hatte Sündendienst verheert;
Mut und Hoffnung war begraben,
unsre beste Kraft verzehrt.

Ach, was konnten wir Ihm geben,
der so viel für uns getan!
Nichts als ein verarmtes Leben
doch Er sah es gnädig an.

Und die Herzen, schuldbeklommen,
die wir Armen Ihm gebracht,
hat Er liebreich angenommen
und sie rein und still gemacht.

Herr, mit Deinem Angesichte
leite Du uns immerfort,
dass sich unser Wandel richte 
nur nach Deinem Sinn und Wort!"
4433;Langt bort om himmel blånar;;"Langt bort om himmel-blånar,
lengre enn soler går,
høgre enn stjerner strålar
den barnlege bøna når.
ånda frå skuggestrender lyfter
sitt vengepar, bankar på himmelporten
og søkjer sin heim, sin far.

Verdlaust vert alt i verda, 
maktlaus kvar jordisk ven,
sjela fin ro og feste åleine i himmelen.
såraste sorg skal stilna, 
mørke til morgon snu,
bare du trutt vil vandra
på bøna si himmelbru.

Veikaste barn som vender
hjarta til Herren sterk,
maktar langt meir enn kjemper
som lit på sitt eige verk.
måtte me alltid minnast
kor me i verda går,
at til Guds eige hjarta
den barnlege bøna når."
4440;Lass Dein Lebenswasser;F;"Lass Dein Lebenswasser 
nun strömen durch mich. 
Lass den Heil'gen Geist 
jetzt kommen, nimm mich mit.
Jede Sorge, jede Last, 
die mich bedrückt,
werfe ich auf Dich, 
denn Du sorgst für mich.

Jesus, Jesus, Jesus,
Jesus, Jesus, Jesus."
4441;Lass Deine Liebe durch mich strömen;D;"Lass Deine Liebe durch mich strömen, 
lass Deine Liebe durch mich strömen,
lass Deine Liebe, o HErr strömen 
durch mich, ich bitte Dich.
Lass Deine Liebe durch mich strömen,
lass Deine Liebe durch mich strömen, 
lass Deine Liebe, o HERR, 
strömen durch mich.

Lass Deinen Frieden durch mich strömen, 
lass Deinen Frieden durch mich strömen,
lass Deinen Frieden, o HErr strömen 
durch mich, ich bitte Dich.
Lass Deinen Frieden durch mich strömen,
lass Deinen Frieden durch mich strömen, 
lass Deinen Frieden, o HERR, 
strömen durch mich.

Lass Deine Gnade durch mich strömen, 
lass Deine Gnade durch mich strömen,
lass Deine Gnade, o HErr strömen 
durch mich, ich bitte Dich.
Lass Deine Gnade durch mich strömen,
lass Deine Gnade durch mich strömen, 
lass Deine Gnade, o HERR, 
strömen durch mich.

Lass Deine Ruhe durch mich strömen, 
lass Deine Ruhe durch mich strömen,
lass Deine Ruhe, o HErr strömen 
durch mich, ich bitte Dich.
Lass Deine Ruhe durch mich strömen,
lass Deine Ruhe durch mich strömen, 
lass Deine Ruhe, o HERR, 
strömen durch mich.

Lass Deinen Segen durch mich strömen, 
lass Deinen Segen durch mich strömen,
lass Deinen Segen, o HErr strömen 
durch mich, ich bitte Dich.
Lass Deinen Segen durch mich strömen,
lass Deinen Segen durch mich strömen, 
lass Deinen Segen, o HERR, 
strömen durch mich."
4442;Lass den Heilgen Geist ziehn ein;Bb;"Wärst du gern für immer 
von der Sünde frei?
Willst du, dass der Heilge
Geist dein Führer sei?
Weih dich Gott aufs neue,
traue Ihm allein:
Laß den Heilgen Geist ziehn ein.

Chorus
Lass den Heilgen Geist ziehn ein,
Lass den Heilgen Geist ziehn ein.
Weih dich Gott aufs neue, 
traue Ihm allein:
Lass den Heilgen Geist ziehn ein.

Soll der Geist der Freude
stets im Herzen sein?
Soll von Furcht und Zweifel
Er dich stets befrein?
Weih dich Gott aufs neue, 
traue Ihm allein:
Laß den Heilgen Geist ziehn ein.

Soll in deiner Seele 
Himmelsfreude glühn?
Soll sie ganz verzehren
eignes Tun und Mühn?
Weih dich Gott aufs neue, 
traue Ihm allein:
Laß den Heilgen Geist ziehn ein.

Willst du Kraft von oben,
Geisteskraft vom Herrn?
Seelen dem zuführen,
der sie rettet gern?
Weih dich Gott aufs neue, 
traue Ihm allein:
Laß den Heilgen Geist ziehn ein."
