3938;JESUS NEVER FAlLS;;"Yesu hakosi,
 Yesu hakosi;
 Dunia itapita
 Na Yesu hakosi.";;
4152;Kamata Nkombo na Yesu;Ab;"Kamata Nkombo na Yesu,
Yo na mawa mpe mpasi;
Ekopesa yo esengo,
Bipai binso okokende.

CHORUS
Nkombo oyo, kitoko,
Elikya ya nse, esengo ya lola;
Nkombo oyo kitoko,
Elikya ya nse, esengo ya lola.

Kamata Nkombo na Yesu,
Lokola nguba na yo;
Na mimekano tangaka,
Yango na mabondeli.

Nkombo kitoko na Yesu,
Epesi biso'esengo;
Ekoyambaka Ye biso,
Tokoyembelaka Ye.

Tokongumbamela Yesu,
Kopesa Ye motole,
Ya Mokonzi na bakonzi,
Ekosila mobembo.";© Public Domain;
4196;KEEP ME TRUE, LORD JESUS;;"Niwe mwaminifu, Ee Yesu;
Juu ya dhambi nishinde,
Kuendelea mbele,
Niwe mwaminifu, Ee Yesu,
Niwe mwaminifu, Ee Yesu.";;
4269;Kino suka,;;"Kino suka, nakende na suka,
Kino suka, nakende na suka,
Kino suka, nakende na suka,
Nakende kino suka ná Nkolo. 

Nazwi mokano, nakende na suka,
Ngai naponi, nakende na suka,
Nazwi mokano, nakende na suka,
Nakende kino suka ná Nkolo. 

Nazonga te, nakende na suka,
Nazonga te, nakende na suka,
Nazonga te, nakende na suka,
Nakende kino suka ná Nkolo. 

Ngai nakani, nakende na suka,
Nazonga te, nakende na suka,
Ngai nakani, nakende na suka,
Nakende kino suka ná Nkolo. 

Kino suka, nakende na suka,
Kino suka, nakende na suka,
Kino suka, nakende na suka,
Nakende kino suka ná Nkolo.";;
4290;Kobanga eloko te;;"Kobanga eloko te
Zala na kimia, Yesu azali
Tala se epai na Ye
Akosunga yo : Ye molongi
Kobanga moyini te
Zala na Kimia, okolonga

Na Nkombo oyo ya Yesu
Moyini akimi : yo olongi.
Na Nkombo oyo ya Yesu
Moyini akimi : yo olongi.";© Public Domain;
4291;Kolata motole;Ab;"Ngai mobundi y'ekulusu,
Molandi na Mpate;
Nabanga nde kosalela,
To kosakola Ye?

CHORUS
Mpe na suka n'etumba, motole ezali, 
motole ezali, motole ezali,
Mpe na suka n'etumba, 
motole ezali kuna na Yelusaleme.
Motole, motole, tokolata motole.
Mpe na suka n'etumba, motole ezali 
kuna na Yelusaleme.

Nde nakende nzela lola,
Na bozangi mpasi,
Ntango basusu babundi,
Makila etangi.

Ngai nde nazangi banguna,
Mbonge ya kolonga?
Mokili ekosunga te,
Kokende na lola.

Nabunda mpo na kokonza,
Nkolo pesa mpiko;
Liloba na Yo esunga
Ngai kati na mpasi.";© Public Domain;
4299;Konuna te;Eb;"Mboka moko ezali kuna mosika be,
Yango ndako mpo na molimo;
Yesu'atongi yango, mpe kuna liwa te,
Kuna mboka tokonuna te.

CHORUS
Konuna te, konuna te,
Kuna mboka tokonuna te,
Konuna te, konuna te,
Kuna mboka tokonuna te. 

Na mboka kitoko tokotelema ngwi,
Tokozala kati na kimia;
Mpe tokosanjola Mokonzi libela,
Kuna mboka tokokufa te.

Mosala esili tokozwa mitole,
Soki mimekano esili;
Mpasi esili be, kuna tokoyemba,
Na bandeko bakei liboso.";;
4324;KULYU BWITE;;"Verse 1
Kulyu bwite bulefuma kwi shilya.
""Leteni ulubuto,""
Kulya bantu ba kuyapokolola,
""Leteni ulubuto,""

Chorus
'Lubuto lwe landwe lisuma
Lubalikile konse,
'Lubuto lwe landwe lisuma
Lubalike pe na pe.

Verse 2
Ili shiwi lya ku Makedoniya,
: Leteni ulubuto,""
No bupe bwesu twakulatambika,
""Leteni ulubuto,""

Verse 3
Icikuku ca kwa Yesu cise pe,
Tutume ulubuto,
Ne misango ya kwa Yesu ibe fye,
Tutume ulubuto.

Verse 4
Twinenuka mu kubombe milimo,
Tutume ulubuto,
Tulonganya ba kwingila kwa Yesu,
Tutume ulubuto."
4325;Kumama;;"Kumama eh kumama, 
   Massia Kumama
Kumama eh kumama, 
   Massia Kumama

Kumama eh kumama, 
   Eh Yaweh kumama
Kumama eh kumama, 
   Eh Yaweh kumama

Eh eh Yaweh, Eh eh 
  Yaweh kumama
Eh eh Yaweh, Eh eh 
   Yaweh kumama.

Kumama, kumama, kumama
Eh eh Yaweh kumama.
Kumama, kumama, kumama
Eh eh Yaweh kumama.
Kumama, kumama, kumama
Eh eh Yaweh kumama.

Nzambe na Mosa, Nzambe 
   n'Elia kumama
Mokeli na lola, Nzambe 
   na Nguya"
4328;Kumisa Yesu, kumisa Emmanuel;;"Kumisa Yesu, kumisa Emmanuel,
Nkolo na bankolo,
Monzoto'a ntongo.
Na bileko nyonso
Nakumisa Ye,
Mpe nakokonza ná Ye libela.";;
4334;Kuna n'ekulusu;;"Mobikisi akufaki,
asopi makila?
Amikabaki se mpo na 
ngai moto ya mpamba.

CHORUS
Kuna n'ekulusu,
Ngai namoni pole,
Mokumba ya motema elongwe,
Mpe na bondimi
Nakoki komona,
Sikawa natondi na esengo.

Nde mpo na mabe nasali,
Ye anyokwamaki?
Mawa mpe ngolu, suka te,
Bolingo monene.

Moyi engengaki mpe te,
Molili eyaki,
Ntango Klisto akufaki
Mpo na basumuki.

Mawa na ngai ekoki te
Kofuta nyongo oyo,
Nkolo namipesi na Yo,
Yango nde nakoki.";© Public Domain;
4516;Lekana ngai te;Ab;"Lekana ngai te Mokonzi,
Yokamela ngai;
Ekotala Yo basusu,
Lekana ngai te. 

CHORUS
Mo-bi-ki-si,
Yokamela ngai;
Ekobianga Yo basusu,
Lekana ngai te.

Tika ete nazwa kimia,
Na ngolu na Yo;
Efukami ngai na mawa,
Pesa bondimi.

Natalela bobele Yo,
Naluka se Yo;
Obikisa molimo na ngai, 
Na ngolu na Yo.

Yo nde liziba ya kimia,
Bomoi mpo na ngai;
Mpe moko te lokolaYo,
Na lola, na nse.";© Public Domain;
4627;Libondeli;;"Libondeli, libondeli,
Uta mokili ememi ngai
Pene na kiti ya Tata,
Nayebisa mposa na ngai;
Na ntango ya mpasi mingi,
Motema ebondisami,
Na libondeli ebombami,
Mosika ya masenginya.

Libondeli, libondeli,
Nayoki esengo mingi
Na baye batondisami
Na mposa ya boyei na yo;
Elongo na bango nakei
Mpo namona Mobikisi;
Na esengo natelemi,
Kozela yo libondeli.

Libondeli, libondeli,
Omema bosenga na ngai
Epai na Ye Nzambe sembo,
Mpo ete apambola ngai;
Asali'ete naluka Ye,
Nandima liloba na Ye;
Mikumba natikeli Ye,
Nazeli yo libondeli.";;
4654;Likabo ya kitoko;;"Likabo ya kitoko,
Kopesa na Yesu;
Molimo, nzoto na ngai,
Mbeka ya bomoyi.

CHORUS
Yamba likabo na ngai,
Yo Mwana na Nzambe!
Móto na Yo ya bule,
Ekitelaka ngai.

Natiki bomoi na ngai,
Mpe na kobanga te,
Epai na ngolu na Yo,
Mosikoli na ngai.

Moto na Yo epela,
Kati na ngai Nkolo;
Ezikisa mpe nyonso
Euti na Yo te.

Yesu, belema na ngai,
Nasikwami na Yo;
Mpe nazala se wa Yo,
Nkolo, mpo na seko.";© Public Domain;
4662;Liloba ya Mosakoli;;"Liloba eyaka na Mosakili ya nyango
Azali nde monoko ya Nzambe
Kaka ye molimboli ya liloba
Azali na oyo elobi Nkolo.

Chorus
Na liloba ya mosakoli
Ngai nakolongola eloko moko te
Nandimeli Nsango Malamu nyonso
Nakobakisa eloko moko te. 

Na mateya ya mosakoli nyonso
Nakobakisa eloko moko te
Nkake nsambo mpe na bilembo nsambo
Nzambe amonisaki makambo nyonso.

Na kobalana mpe na koboyana
Nakolongola eloko moko te
Atako na momboto ya nyoka lelo
Nakobakisa eloko moko te.

Yo moteyi ya Nsango Malamu oyo
Bomoyi na yo ezala ndakisa
Soki yo obala mpe oboyaka mwasi
Komitia moteyi to mokambi te.

Okoki koteya na nguya nyonso
Kasi yo moko okende lifelo
Yuda ateyaki na nguya liloba
Kasi na suka akeyi kifelo.

Okobuka oyo'olonaki ndeko
Okoliya liya bambuma na yo
Libatisi ya Molimo Mosantu
Esengi ondima liloba nyonso.

Nguya, nkembo na Mosikoli Yesu
Ndenge moko lobi, lelo, libela
Ata mingi batuti ntembe lelo
Nakotambola elongo na Yesu.";© Public Domain;
4700;Liziba ya makila ezali;C;"Liziba'a makila ezali
Uta misisa y'Emmanuel;
Basumuki bakozinda,
Bakopetolama,
Bakopetolama,
Bakopetolama;
Basumuki bakozinda,
Bakopetolama.

Moyibi asepelaki
Komona liziba yango;
Ngai mpe nakozinda kuna,
Nakosukolama,
Nakosukolama,
Nakosukolama;
Ngai mpe nakozinda kuna,
Nakosukolama.

Yo Mpate Makila na Yo
Ekobungisa nguya te;
Kino lingomba na Nzambe
Etika masumu, 
Etika masumu,
Etika masumu;
Kino lingomba na Nzambe
Etika masumu.

Na bondimi ngai namoni
Liziba'a makila na Yo;
Bolingo na Yo nde nzembo
Ya ngai kino liwa,
Ya ngai kino liwa,
Ya ngai kino liwa;
Bolingo na Yo nde Nzembo
Ya ngai kino liwa.

Bongo na nzembo kitoko
Nakoyemba nguya na Yo;
Ntango nakokitisama 
Na kimia na nkunda,
Na kimia na nkunda,
Na kimia na nkunda,
Ntango nakokitisama
Na kimia na nkunda,";© Public Domain;
4706;Loba Nkolo;G;"Nkolo ya elanga akobianga : 
""Nani 'akosala mpo na ngai lelo""
Nani 'akomemela ngai babungi ?
 Nani 'atalisa bango nzela ?

CHORUS
Loba Nkolo, loba Nkolo,
Loba mpe nakoyanola Yo;
Loba Nkolo, loba Nkolo,
Loba nayanola : ""Tinda ngai!""

Wana likala ya móto esimbi,
Mosakoli epetoli ye be;
Mpe Nzambe alobi : ""Nani
akende?""
Ayanoli : ""Nkolo, tinda ngai!""

Mingi na masumu bakokufa,
  Yokamela kolela na bango;
Kende mbangu kosalisa bango,
Mpe yanola : ""Nkolo, tinda ngai!"".

Mosala esili nde kosila,
Wana tokei kuna na ndako;
Nkolo ya elanga akoloba : ""Mwana
osali malamu be!""";;
4709;Lobi, lelo, libela;;"Nsango kitoko, motema ekotatola;
Lelo, lobi, libela Yesu abongwi te;
Akobikisa mosumuki
Mpe mobeli;
Akobondisa mpe kosunga,
Nkembo na Ye.

CHORUS
lobi, lelo, libela Yesu
abongwi te;
Manso makoki kobongwa,
Kasi Yesu!
Nkembo na Yesu,
Nkembo na Yesu;
Manso makoki kobongwa,
Kasi Yesu.

Ye moninga na basumuki,
Aluki Yo;
Fukama na makolo na Ye,
Yoka mawa.
Maloba ya bolimbisi alobi na yo:
“Nalimbisi Yo, kende mpe 
Kosumuka te”

Na nguya na Ye abikisi
Bato na nse,
Akokangola bison a mpasi
Mpe mawa.
Mpe abikisaki mwasi
Asimbaki Ye,
Oyo alingi litondi na Ye akozwa.

Ye alimbisaki Petelo,
Kobanga te;
Asalisaki Toma,
Akondimissa Yo;
Moyekoli molingami
Alaleli Ye,
Akoyamba yo na bolingo
Epai na Ye.

Na Galilai atambolaki
Na mayi,
Akoki mpe kopekisa mbonge
Na biso;
Asambelaki mpenza na 
Getesemane,
Keni ya mpasi na biso
Tomeli na Ye.

Elonga na bango
Na nzela y’Emausu,
Alingi tokende na Ye
Na nzela’a bomoi.
Tokomona Ye,
Nkolo, belemisa ntango!
Ekozala se Yesu oyo
Akendeki.";© Public Domain;
4713;LOKO NDZI LA MISAVEN;;"Loko ndzi la misaveni
Ndzi pfumala matimba,
A ndzi koti tirhela
Yona Hosiya mina;
Wena  Yesu                 (bis)
Hi we Mupfuni wa nga.

Ndzi nyike ku tiyisela,
Ndzi hlulele miringo;
Ni loko ndzi famba kule,
Wena u ndzi hlayisa;
Ndza navela                  [bis]
Kaya ra tilweni.

Ndzi khome ndzi nga va chavi.
Vanhu la′va sandzaka;
Kambe ndzi ve mboni ya ku
Wena n′wini wa mina;
E tillweni                       (bis)
Ndzi nghenise na mina.
"
4845;Losambo na libota;F;"Losambo, libota bobosana te,
Bokozala na Yesu;
Akobondisa bino,
Losambo libota bobosana te.";© Public Domain;
4869;Loyembo ya mboka mpo na etumba;Bb;"Miso emoni nkembo
Ya bozongi na Nkolo;
Ye a'akonyata ekamwelo
Ya nkanda na Nzambe;
Apelisi mokalikali
Ya mopanga na Ye,
Liloba ekokoba.

CHORUS
Nkembo! nkembo, aleluya,
Nkembo! nkembo, aleluya,
Nkembo! nkembo, aleluya,
Liloba ekokoba.

Namoni Ye katikati 
   na moto mingi be;
Batongeli Ye etumbelo
Na mamwe ya mpokwa;
Namoni ekateli na Ye
Na minda mipeli,
Mokolo na Ye'ekobi.

Ayuli kelelo mpo na
Kozonga sima te;
Akomeka mitema na esambiselo 
   na Ye;
Bomoto na ngai ya kati
yanola Ye noki, 
Ezali Ye kokoba.

Na kitoko ya fololo 
Klistu'abotamaki;
Azali na nkembo ekobongolaka
yo na ngai;
Tokufa lokola Ye
mpo na kobulisa bato,
Ezali Ye kokoba.";© Public Domain;
4901;Mabe Na Boyi;;"Mabe na boyi kosala, yango nde nazhali kosala,
bolamu na lingi kosala, solo nakoki te.

Mabe na boyi kosala, yango nde nazhali kosala,
bolamu na lingi kosala, nkolo nakoki te.

Oh Yesu yo Nzambe, yalobiko na ngai iii,
na sengi na yooo oh Nzambe yaka o sunga ngai.

Na etumba oh yo Nzambe nakoki te kobunda,
ngai moko, yango na sengi na yo Yo Nzambe yakobundelongo na ngai.

Kwete satana ooh Nzambe abanga ka moto te
masiya ye abanga ka bobele nkolo oo yo, yanguya ya Yesu Kristo x2"
4956;Makila na Yesu;;"Makila na Yesu
Oyo ya motuya,
Makila na Yesu,
Ekosukola ngai.";© Public Domain;
4985;Mapapu ya bondimi;;"Nzela ezali mibale,
Kondima mpe komona ;
Tala Liloba to mposa na yo,
Okozwa oyo ondimi.

Chorus 
Sembola se mapapu,
Nde okomata likolo;
Makasi te, se na ngolu,
Sembola se mapapu.

Ata nini y'olingi,
Ngomba eleka molayi ;
Loba na yango, na mwa 
 ntango 
Ngomba ekolongolama.

Tala mpongo na lola,
Akosalaka makasi te ;
Nguya na ye mpo na
 kopumbwa,
Ezwamaka na lola.";;
4995;MARITO YA YESU;;"Yimbelela ti mhaka ke,
Marito ya Yesu.
Ndza lava ku ma yingisa
Marito ya Yesu,
Marito ya ku hanya,
Ndzi ta ma anakanyana.
Ya saseka, ya khorwisa,
Marito ya Yesu.

Ya hi tisela ku rhula
Marito ya Yesu
Ya hlongola ni mapfalo
Marito ya Yesu,
Yesu wa hi vitana
Hi tintswalo ta yena.

Loko hina hi kumile
Marito ya Yesu,
Hi ta va byela van‘wana
Marito ya Yesu,
Na vona va ta nghena
Endyondzweni Ya yena.
"
5008;Masuwa ya lobiko;G;"Totepi na ntango solo,
Tokoumela te;
Mpe mapata molili
Makobongwa pole.
Bongo toyika mpiko
Mpo tobatelami;
Masuwa'a lobiko eyei,
Kozwa baponami.

CHORUS
Ndeko yika mpiko,
Mpasi na biso'ekosila,
Kuna lola tokokutana
Na balingami.
Tozali bapaya,
Tokoluka mboka moko,
Masuwa'a lobiko eyei
Kozwa baponami.

Moyini alobi ete
Ezali ntina te:
Kozala Moklisto,
Kobika na Nkombo'a Yesu;
Nkolo alobi na biso,
""Nakosunga bino,
Bondimela ngai,
Nakomema bino na mboka.""

Na bondimi ngai namoni
Masuwa'a lobiko,
Kotiola n'ebale
Mpo na kobikisa biso,
Na libongo tosema
Mpe na balingami.
Mokumbi abiangi : ""Tala,
Masuwa'ebelemi!""

Kota na masuwa awa 
Ezali koleka;
Soki olekisi ntango,
Okufi libela;
Bafuti mpo na yo,
Mokumbi akobianga yo,
Kota na masuwa
Ekomema yo na mboka.";© Public Domain;
5031;Mboka pole mpe kitoko;;"Mboka pole mpe kitoko,
Ezali na likolo;
Moto te awa na mokili,
Amoni kitoko oyo.

CHORUS
Na mboka oyo kitoko,
Mwana Mpate Ye moko;
Ye nde Bolingo na Nzambe,
Akongenga libela.

Kuna Nkembo ekozala
Mpe na Nzete na Bomoi;
Kuna Ebale na Bomoi,
Ekotondisa Mboka.

Nsima na bampasi nyonso,
Tokokoma na lola;
Esika ya Mai na Bomoi,
Tokozwa kimia seko.

Ntango Yesu akozonga,
Ekozala esengo !
Mboka oyo ya kitoko,
Ekozala libela.";© Public Domain;
5032;Mboka ya pole;Bb;"Mboka moko'ezali kuna na lola,
Mboka oyo butu nde ezali te;
Soki tondimi tokokende kuna,
Mboka oyo mpate azali pole.

CHORUS
Mboka oyo Mpate azali pole,
Mboka oyo butu ezali te;
Ndako na ngai ezali, soki
nasikolami,
Nde nakei kuna Mpate
Ye pole.

Awa tongengisami nde toyebi,
Ete moyi engengisi sikawa;
Ekobongwa mapata wana tokei,
Mboka oyo Mpate azali pole.

Kuna fololo mingi mpe mokolo,
Ekozala seko ata butu te;
Mpisoli'ekopangusama libela,
Mboka oyo Mpate azali pole.

Awa tosepeli ata moke te,
Elikya na biso etemelami;
Awa kolela, na lola esengo,
Mboka oyo Mpate azali pole.

Moyi ezimama to butu eya,
Nde motema na ngai ekobanga te;
Nayebi na lola ngai nazwi ndako,
Mboka oyo Mpate azali pole.";© Public Domain;
5084;Memaka;;"Mobateli akobianga,
Uta lisobe molili;
Akobianga mpate na Ye,
Oyo abungaki nzela.

CHORUS
Memaka, memaka,
Mema babungi na Yesu;
Memaka, memaka,
Mpo balongwa na masumu.

Nani 'asunga Mobateli,
Mpo na koluka babungi;
Komema bango n'etonga,
Kuna bakobatelama.

Yoka bango bakonganga,
Na lisobe mpe na ngomba.
Nkolo alobi na yo ete :
""Kende, luka mpate na ngai""";© Public Domain;
5134;Mikolo ya Eliya;;"Oyo mikolo ya Eliya,
Kosakolaka liloba;
Nayoki lolaka ya Mwanje na Nsambo;
Boyengebene ezongi;
Atako mimekano mingi,
Ngelele, molili, mopanga;
Nayoki lolaka n'esobe, koloba:
Bongisa nzela ya Nkolo.

Chorus	
Azali koya na Mapata
Azali kongenga
Kelelo eyuli, nganga makasi
Mobu ya yubile
Uta Siona lobiko'eyei

Lisakoli ya Ejekiele
Mikuwa mikozwa mosuni 
Mikuwa mikolata nzoto
Mikolo ya mosali na Yo, Eliya
Etumbelo etongami
Mikolo ya kobuka mbuma
Elanga esi ekomeli
Nazali mosali n'elanga na Yo
Kosakolaka liloba.

Yawe se Nzambe moko
Yawe se Nzambe moko
Yawe se Nzambe moko
Yawe se Nzambe moko
Yawe se Nzambe moko
Yawe se Nzambe moko
Yawe se Nzambe moko";© Public Domain;
5160;Mobikisi malamu;;"Mobikisi malamu, Nkolo Yesu,
Ye Mobikisi mpo na ngai?
Akobomba ngai kati
Na libanga,
Nakozala na bisengo.

Chorus
Akobomba ngai kati
  na libanga,
Na mabélé makauki;
Akobomba ngai na bolingo
   na Ye,
Na nse ya loboko na Ye,
Na nse ya loboko na Ye.

Mobikisi malamu, Nkolo Yesu,
Amemi mokumba na ngai;
Akosimba ngai mpe
Nakokweya te,
Akopesa ngai makasi.

Akopambola ngai lolenge
  mingi,
Azali na bomoi na ngai;
N'esengo nayemba:
Nkembo na Nzambe!
Mpo na Mosikoli na ngai.

Na pole na Ye ngai
  nanetolami;
Komona Ye na mipepe;
Mpo na bolingo mpe lobiko
   na Ye,
Nakoyemba na Basantu.";Shekinah Tabernacle;
5161;Mobikisi, Mobateli;;"Mobikisi, Mobateli,
Okamba na bolingo;
Na loboko na Yo Tata,
Oleisaka biso.

CHORUS
Kumisama, Nkolo Nzambe,
Yesu tozali ba Yo;
Biso tozala se ba Yo,
Kumisama, Mokonzi.

Kati na elanga na Yo,
Toyeba koluka Yo;
Na nse ya elili na Yo,
Toyeba kotambola.

Oyambi biso na ngolu,
Otali masumu te;
Na nguya na Yo monene,
Petolaka mitema.

Bana, tosepelisa Yo,
Totosaka Yo Nkolo;
Mpo na yango sala ete
Tobika na kondima.

Mobikisi, Mobateli,
Mpo ete tobila Yo,
Opesaka biso mpiko,
Memaka biso Nkolo.";© Public Domain;
5165;Mokili ya ngai te;;"Mokili ya ngai te,
Nazali moleki;
Kuna na likolo,
Nazali na bozwi.
Baanje babiangi ngai,
Uta na likolo;
Ngai nasepeli te,
Na mokili ya nse.

CHORUS
Nkolo'oyebi,
Yo Moninga na ngai;
Ngai nazanga lola,
Nakosuka wapi?
Baanje babiangi ngai,
Uta na likolo;
Ngai nasepeli te,
Na mokili ya nse.

Banso bazeli ngai,
Nayebi mpe yango ;
Mpe ya ngai na Yesu,
Nabongisi nyonso.
Wana ngai nalembi,
Akopesa mpiko;
Ngai nasepeli te,
Na mokili ya nse.

Na mboka ya nkembo,
Tokobika seko,
Basantu bazali
Konganga: ""elonga.""
Nzembo kitoko be,
Kouta na lola;
Ngai nasepeli te,
Na mokili ya nse.";;
5166;Mokolo etani;;"Mokolo etani,
Nzambe' ayei na biso;
Nde ntango ya sika,
Tokumisa Mpate;
Klisto' apesi biso
oyo' elakaki Ye,
Molimo azali.

CHORUS
Molimo Mosantu,
Azali na biso;
Mpe liwa elimwe,
Nzambe abikisi;
Kati na mokili
Mokolo etani,
Molimo azali.

Molili ekimi
Mpe pole engengi,
Yango ebengani
Kozanga kondima;
Klisto Ye Mokonzi
Apesi bondimi,
Molimo azali.

Mosungi monene,
Ayei na mitema;
Molimo na sôlo,
Asikoli biso;
Minyolo'abuki,
Asopi libiki,
Molimo azali.

Basikwami banso,
Bayemba bonsomi;
Klisto'asali nyonso,
Apesi Molimo;
Lifelo' eningani,
kati na mokili
Molimo azali.";© Public Domain;
5167;Mokolo ya lisiko;;"Mabota makweyi,
Yisalele esekwi
Bilembo ya basakoli
Ntango na biso'esili,
Oyo nde nsomo
Seko na seko'ebelemi

CHORUS
Mokolo ya lisiko eyei
Bato batondi na nsomo
Tonda na Molimo
Petola mwinda
Tala! Lisiko'ebelemi.

Mosuke etoyi
Yelusaleme'etelemi
Mboka banyokoli mingi
Mbula na ye enoki
Azali kobianga
Bapalangani bozonga.

Likolo'eningani
Bato bayebi te
Ntina na bilembo'a Nzambe
Eklezya nde'ezali
Koningisa manso
Mokolo'a lisiko eyei.

Basakoli'a lokuta
Baboyi kondima 
Ete Yesu azali Nzambe;
Bango baboyi emoniseli,
biso tolandi bantoma.";© Public Domain;
5168;Moleki;;"Moleki na mokili oyo,
Nakeyi na likolo;
Kuna na mboka ya pole,
Kofanda seko.
Awa banguna baleki,
Nazingami na bango;
Nzela ekomi molili,
Ngai molingami.
Ngai molingami.

Ngai molingami na Tata,
Akotambola na ngai;
Asimbi ngai na mobembo,
Loboko na Ye.
Mpe kati na mimekano,
Na nsomo mpe bolozi,
Alobi : ""Yika se mpiko,
Ngai Mobikisi!""
Ngai Mobikisi!""

Kosalela Ye Mokonzi,
Awa nakozela Ye;
Tika nayeba Ye mingi,
Natalaka Ye;
Oyo bozwi ebongi be,
Mbano na ngai, ya esengo!
Mobikisi akamba ngai,
Kino libongo!
Kino libongo!

Libongo, mboka kitoko,
Kolela ekosila;
Mitema mikosepela,
Komona Yesu;
Ntina te mpasi ezala,
Tala, Azali koya;
Mpe lisiko ebelemi,
Lola' efungwami.
Lola' efungwami.";© Public Domain;
5182;Monganga Monene ayei;Eb;"Monganga Monene ayei,
Ye Mobondisi Yesu;
Akobondisa mitema,
Yoka mongongo na Ye.

CHORUS
Nzembo kitoko ya baanje;
Nkombo kitoko  na bato;
Nzembo malamu mingi be,
Yesu, kumisama.

Olimbisami masumu,
Yoka mongongo na Ye;
Kende na lola na kimia,
Ná Yesu zwa motole.

Nkembo nyonso mpo na Mpate,
Ngai nandimeli Yesu;
Nkombo Yesu ngai nalingi,
Nkombo ya Mobikisi.

Mabunga, mpe nsomo na ngai,
Ekei na Nkombo na Ye;
Eyoki ngai Nkombo ""Yesu"",
Natondi na esengo.";© Public Domain;
5183;Moninga tozwi;F;"Moninga tozwi na Yesu,
Azwi mpasi na biso;
Mpe litomba nini oyo,
Komemela Ye nyonso;
Tokobungisaka kimia,
Tomemi mpasi mpamba;
Mpo tomemeli Nzambe te,
Nyonso na mabondeli.

Tomekami ndenge mingi,
mpe tozwi mitungisi;
Tolemba soko moke te,
Tomemela Ye nyonso;
Tokozwa moninga wapi,
Ya kokabola mpasi;
Ayebi mabe na biso,
Tomemela Ye nyonso.

Tolembi, mpe na mikumba,
Uta na mitungisi,
Yesu Ye nde Ebombelo,
Tomemela Ye nyonso;
Ata baninga batiki yo,
Mema nyonso na Nkolo;
Ye nde akobatela yo,
Mpe akobondisa yo.";© Public Domain;
5208;Mosala na Yo Kitoko;;"Mosala na Yo Kitoko,
Yesu Mokonzi;
Napesi motema na ngai,
Epai na Yo.

CHORUS
Yesu zwa bomoi na Ngai,
Ezali wa Yo;
Na ngolu na Yo monene,
Obatela ngai.

Mposa ya motema na ngai,
kozala bule;
Eloko ngai nalingi,
Mokano na Yo.

Lokola mwanje nalingi,
Kosalela Yo;
Nakotala se Mokambi,
Kotosaka Ye.

Mosala to mpasi mingi,
Nakobanga te;
Yesu Yo Elikya na ngai,
Bozwi mpo na ngai.

Elongo kino na Nkembo,
Tokei liboso;
Toyemba njembo y'elonga,
Nde tokolonga.";© Public Domain;
5211;Mosumuki nakobikisa yo;;"Mosumuki nakobikisa yo;
Namoni mpasi na yo,
Kasi mpo na kozwa lisiko,
Yekola kotosaka Ngai.
Tala natelemi n'ekuke,
Mobikisi, Nkolo na yo;
Ngai namemeli yo nde bozwi:
Fungolela Ngai motema.

Nabotamaki mpo na yo,
Bomoi napesaki mpo na yo;
Nde motema na yo ezangi
Esika mpo na Mokonzi?
Mbala mingi n'ekuke na yo
Nakobeta, kasi mpamba.
Mokolo ekomi na mpokwa,
Okofungolela ngai te?

Solo okoluka Ngai te,
Wana na molili ya seko?
Lipapu na Ngai ebomba yo,
Nazala nyonso mpo na yo.
Noki noki ntango' ekoleka,
Mpo nini okozela lobi?
Mokolo moko okobeta
Ekuke, kasi se mpamba.

Soki' osengeli na Ngai te,
Tosa, ata ososoli te.
Kino ntango nini  nazela?
Nkolo asengeli na yo.
Tala natelemi n'ekuke,
Mobikisi, Nkolo na yo;
Ngai namemeli yo nde bozwi :
Fungolela Ngai motema.";;
5212;Moteyi moleki;Bb;"Moteyi moleki
Atambolaki na mboka,
Mondoki na lipeka
Mpe Biblia na loboko;
Koteyaka bato ntina
Na mboka ya elaka,
Na mpunda, koyembaka.

CHORUS
Napemi, Napemi,
Na loboko ya seko na seko;
Napemi, Napemi,
Na loboko ya seko na seko.

Ateyaki koya ya bosambisi
   na moto,
Mpe lola ya nkembo mpo na baye
   basembolami;
Wana Akatisi ngomba
Toyoki Ye koyemba,
Se likolo na mpunda.

Nguya'ezali, nguya kokamwa,
Na makila ya Mpate;
Nguya' ezali, nguya kokamwa,
Na makila ya Mpate.

Mondoki na Ye ya kala
Etiami n'etutu,
Biblia na ye etikami
Mpe ezwi putulu;
Tokokutana na mateya na Ye 
  kuna suka,
Liloba ekokoba.

Nkembo! nkembo! Aleluya
Nkembo! nkembo! Aleluya
Nkembo! nkembo! Aleluya
Liloba ekokoba.";© Public Domain;
5213;Moto epeli;;"Moto epeli na motema !
Moto epeli na motema !
Moto epeli na motema !
Moto epeli na motema !

Nalingi Ye na motema !
Nalingi Ye na motema !
Nalingi Ye na motema !
Nalingi Ye na motema !

Natondi Ye na motema !
Natondi Ye na motema !
Natondi Ye na motema !
Natondi Ye na motema !

Aleluya ! Nkembo na Ye !
Aleluya ! Nkembo na Ye !
Aleluya ! Nkembo na Ye !
Aleluya ! Nkembo na Ye !

Yesu akoya koluka ngai !
Yesu akoya koluka ngai !
Yesu akoya koluka ngai !
Yesu akoya koluka ngai !

Oyamba Ye na motema !
Oyamba Ye na motema !
Oyamba Ye na motema !
Oyamba Ye na motema !

Nayambi Ye na esengo !
Nayambi Ye na esengo !
Nayambi Ye na esengo !
Nayambi Ye na esengo !";© Public Domain;
